Id,Open Date,City,City Group,Type,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,revenue
917,06/14/2013,İstanbul,Big Cities,FC,3,5,4,4,1,2,5,5,5,5,1,5,5,0,5,0,0,0,1,1,1,2,2,0,0,5,0,3,2,0,0,0,0,0,0,0,0,2926445.802
918,04/22/2010,Ankara,Big Cities,FC,3,4,4,4,2,5,5,5,5,5,2,5,5,0,0,0,0,4,4,2,3,1,1,0,0,1,0,2,3,0,0,0,0,0,0,4,0,3346911.115
919,09/06/1996,Ankara,Big Cities,IL,3,4,4,4,2,6,5,4,10,10,1,5,5,3,5,0,3,0,10,12,3,1,15,0,0,0,1,4,3,0,0,0,0,0,0,5,0,5351903.981
920,07/10/2013,İstanbul,Big Cities,FC,4,5,3,4,1,2,5,4,4,5,4,4,5,0,0,0,0,0,3,5,2,4,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2588306.898
921,07/14/2000,İstanbul,Big Cities,IL,1,2,4,4,2,1,1,5,4,4,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7.5,2,2,3,5,6,2,4,20,4,5285916.985
922,10/12/2013,Mersin,Other,IL,12,7.5,6,3,2,4,10,4,10,10,4,10,7.5,3,0,0,0,4,4,4,6,4,2,0,0,0,5,2,7.5,0,0,0,4,0,0,5,0,2507759.588
923,05/01/1998,Antalya,Other,FC,6,5,4,5,2,4,5,4,4,5,4,3,4,0,0,12,0,0,5,5,4,5,3,0,0,0,0,5,2,0,0,0,0,0,0,0,0,5513693.642
924,03/15/2011,Tekirdağ,Other,IL,4,4,4,4,2,2,5,5,4,5,1,4,4,0,2,4,0,3,4,2,3,2,2,3,0,0,5,3,3,5,0,0,2,4,1,4,3,3864903.245
925,08/27/1999,İstanbul,Big Cities,IL,3,5,5,3,1,2,5,4,4,5,2,3,5,3,5,0,4,0,2,4,1,3,1,0,0,4,0,2,3,4,0,2,0,0,0,3,0,5795433.345
926,01/16/2009,İstanbul,Big Cities,IL,4,5,4,4,1,2,5,3,5,5,5,5,5,3,3,5,0,4,4,5,5,3,5,3,3,3,2,3,2,5,1,4,2,4,4,5,1,3502752.712
927,05/04/2012,Kırıkkale,Other,FC,3,4,3,5,2,2,5,4,5,5,1,5,5,3,0,3,0,0,3,1,1,1,1,0,4,0,1,1,2,5,0,0,3,0,0,0,0,2844260.947
928,06/04/1996,İstanbul,Big Cities,IL,4,5,5,4,2,2,5,4,5,5,3,5,5,2,1,0,1,4,5,5,4,4,5,2,1,1,2,4,1,3,2,4,2,3,4,3,3,5300902.407
929,08/25/2006,Kırklareli,Other,FC,2,3,4,4,1,1,3,4,5,5,3,4,4,0,0,0,0,0,3,5,1,3,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3272995.332
930,11/03/2012,Edirne,Other,IL,2,2,3,5,2,1,1,4,4,5,2,5,5,1,1,3,3,4,1,3,1,1,1,1,4,1,5,1,3,5,1,5,3,2,4,5,1,2058466.176
931,05/01/2010,Balıkesir,Other,IL,3,3,5,4,2,2,5,5,4,10,2,4,5,12,0,0,0,0,5,1,1,2,2,0,0,0,0,2,3,0,0,0,0,0,0,20,0,3283839.751
932,10/06/2010,İstanbul,Big Cities,IL,4,5,4,5,3,4,5,4,10,10,3,4,5,2,2,4,3,4,2,4,2,3,1,4,2,5,4,3,3,3,3,3,4,4,4,4,4,3890302.284
933,08/30/2013,Bursa,Other,FC,5,5,4,5,1,2,5,3,4,5,4,4,5,0,0,0,0,0,3,3,4,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1798955.059
934,10/23/2004,İstanbul,Big Cities,FC,2,4,4,4,1,2,5,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3443636.512
935,09/09/2010,İstanbul,Big Cities,FC,3,4,6,4,2,4,5,5,5,5,2,4,5,0,0,0,0,0,25,15,1,1,1,0,0,0,0,1,3,0,3,0,0,0,0,0,0,3333712.035
936,11/25/2009,İstanbul,Big Cities,FC,2,2,4,4,2,2,5,5,5,5,1,5,5,1,2,5,1,0,3,1,3,2,1,3,4,2,0,4,3,1,0,0,3,0,1,0,0,4356031.452
937,12/31/1997,Ankara,Big Cities,IL,4,5,3,6,2,6,5,5,10,10,2,4,7.5,0,0,0,1,0,5,6,3,1,5,3,0,3,0,3,3,0,4,0,3,2,0,0,3,5883471.415
938,04/04/2012,İstanbul,Big Cities,IL,4,5,4,4,2,4,5,4,5,4,4,3,4,0,0,0,0,0,5,5,4,5,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4363871.856
939,03/05/2012,Ankara,Big Cities,FC,6,6,6,4,2,2,10,10,10,10,4,10,7.5,0,0,0,0,0,25,6,9,1,1,0,0,0,0,2.5,3,0,0,0,0,0,0,0,0,4350000.836
940,03/06/2009,İstanbul,Big Cities,FC,3,4,4,5,1,3,5,5,5,5,2,5,5,0,0,0,0,0,1,1,1,2,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3557966.387
941,12/31/1997,Mardin,Other,IL,3,2,3,5,2,1,5,5,4,5,3,4,4,0,0,5,0,0,3,4,1,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,3,3751772.438
942,03/16/2006,Batman,Other,IL,3,5,2,4,1,1,5,5,5,5,3,5,5,1,0,2,1,0,4,5,2,3,3,0,0,3,0,2,3,3,5,5,3,4,4,3,0,3686590.744
943,10/17/1995,Yalova,Other,IL,2,5,4,5,2,2,5,4,4,5,4,3,5,3,4,3,1,4,3,5,3,5,3,5,5,5,2,5,2,2,3,4,2,3,4,4,1,5594961.718
944,06/05/1999,Mersin,Other,IL,4,4,4,4,1,2,5,5,4,4,3,4,4,3,2,0,2,3,4,5,3,2,1,3,4,0,5,3,3,5,1,0,2,0,1,4,3,4205281.044
945,08/28/2009,İstanbul,Big Cities,FC,1,2,4,4,1,5,5,5,4,4,3,5,4,0,0,0,0,0,1,4,1,2,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3141470.809
946,01/03/2013,Siirt,Other,FC,3,4,5,4,2,1,5,5,5,5,2,5,5,0,0,0,0,0,2,6,1,1,10,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1943544.433
947,12/16/2009,Trabzon,Other,FC,3,4,3,4,2,2,5,3,4,5,5,4,5,3,4,0,0,0,3,5,1,1,4,5,0,0,0,3,3,0,0,0,0,0,0,0,0,4148849.232
948,03/02/1998,Malatya,Other,FC,4,5,4,4,1,3,5,5,5,5,1,5,5,0,0,0,0,0,3,2,2,2,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3402242.863
949,04/22/2008,Ankara,Big Cities,FC,2,4,5,5,4,2,3,5,4,5,2,5,5,3,0,5,3,4,5,3,2,1,1,3,3,0,0,3,3,0,0,0,0,0,4,0,3,4832960.967
950,08/27/1999,Ankara,Big Cities,FC,2,3,4,4,2,2,5,2,4,5,1,3,5,0,0,0,0,0,2,4,1,1,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,5678254.239
951,07/12/2013,Ankara,Big Cities,FC,2,2,4,5,2,1,5,5,4,5,2,3,5,0,2,4,0,3,3,3,1,1,2,3,0,1,1,2,2,0,3,4,0,4,0,4,0,2933818.907
952,04/14/2010,Mardin,Other,FC,4,5,4,5,1,5,5,4,4,4,3,4,4,0,0,0,0,0,3,4,1,1,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,4575455.507
953,06/24/2012,Samsun,Other,IL,3,4,4,4,2,4,5,5,5,5,1,5,5,3,0,0,3,12,2,15,1,1,1,0,0,0,0,3,3,0,0,0,0,0,15,0,0,3987176.676
954,01/18/2013,Balıkesir,Other,IL,4,5,4,4,2,2,5,3,4,4,5,3,4,0,0,0,0,0,3,5,2,2,5,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2730622.091
955,10/06/2007,Antalya,Other,FC,2,3,4,3,1,4,5,5,5,5,3,5,5,0,0,0,0,0,1,2,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3813256.606
956,05/06/2013,Tekirdağ,Other,IL,9,6,4,4,1,3,5,5,5,5,3,10,5,0,0,0,0,0,3,15,1,2,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3171163.154
957,03/03/2012,İzmir,Big Cities,IL,2,7.5,4,4,2,3,5,5,8,5,2,5,6,3,0,4,0,0,5,5,2,2,3,0,4,0,0,4,3,5,0,0,0,0,0,0,0,4394802.707
958,08/01/2010,Sakarya,Other,FC,4,4,4,4,1,3,5,5,5,5,2,5,5,0,0,0,0,0,1,5,1,4,1,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3676712.878
959,11/04/2011,Ankara,Big Cities,FC,4,5,4,4,2,2,5,5,4,10,2,4,4,0,0,0,0,0,3,4,1,2,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,4504262.213
960,06/17/2010,Mersin,Other,IL,1,4,4,4,2,2,5,4,4,4,3,3,4,1,4,5,2,3,2,5,3,2,5,3,4,3,3,2,3,4,5,1,2,4,1,5,2,4456736.802
961,02/01/2012,İstanbul,Big Cities,DT,4,7.5,3,6,4,2,5,10,10,10,4,10,7.5,0,2,6,3,12,5,3,3,2,5,6,0,7.5,12.5,2,7.5,10,6,0,0,0,12,12,0,3796069.315
962,03/24/2008,İstanbul,Big Cities,FC,4,5,5,3,1,2,5,4,5,4,4,5,5,3,0,0,2,3,2,5,1,4,2,0,0,3,4,1,1,4,5,0,0,4,4,0,3,3909161.427
963,11/17/2009,İstanbul,Big Cities,FC,2,3,4,4,2,2,5,3,4,5,5,3,4,0,0,2,0,0,4,4,1,1,1,0,0,0,0,4,2,0,0,0,2,0,0,0,0,5183956.496
964,11/08/2013,Eskişehir,Other,FC,3,4,5,4,2,1,5,5,4,5,3,5,5,0,0,0,0,0,2,1,1,1,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3065373.691
965,09/26/2003,İstanbul,Big Cities,FC,6,5,5,3,1,3,5,10,5,5,2,10,7.5,0,0,0,0,0,2,3,3,2,1,0,3,0,0,3,3,0,0,0,0,0,5,4,0,5051879.394
966,08/02/2011,Erzurum,Other,FC,3,4,4,4,2,3,5,5,4,5,4,4,5,0,0,0,0,0,4,5,3,3,4,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2649097.993
967,05/02/2008,Mersin,Other,FC,12,7.5,4,6,2,4,10,5,10,10,1,10,7.5,0,0,0,0,0,20,15,3,3,15,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4349636.047
968,09/17/2009,İzmir,Big Cities,IL,3,5,5,4,1,5,5,3,5,4,5,3,5,4,5,5,0,5,5,5,1,4,5,0,5,0,0,4,1,0,5,0,3,5,5,5,2,4631016.936
969,09/04/2009,Bolu,Other,IL,9,5,4,5,2,2,5,2,4,5,10,3,5,3,3,3,2,4,5,5,5,5,5,1,1,1,1,5,0,5,1,3,0,3,4,4,0,4380963.614
970,08/19/2006,Çanakkale,Other,FC,6,4.5,6,7.5,6,4,10,4,4,10,8,10,7.5,0,0,0,0,0,25,5,6,2,15,0,0,0,0,5,7.5,0,0,0,0,0,0,0,0,4340379.936
971,04/04/2008,Ankara,Big Cities,IL,5,5,4,4,2,3,5,4,4,4,2,4,4,15,0,0,0,0,20,5,6,3,25,0,6,0,0,3,7.5,0,0,0,0,0,0,0,0,5108477.024
972,06/13/2006,Muğla,Other,IL,2,4,4,4,2,2,4,3,4,5,5,4,5,0,0,0,0,3,5,3,2,3,4,0,0,0,0,1,2,0,0,4,0,0,0,2,0,3115317.538
973,05/06/2013,Giresun,Other,IL,2,2,4,3,1,2,1,5,5,5,2,5,5,0,2,0,0,0,1,4,1,3,1,0,0,0,0,1,3,0,0,0,0,0,0,4,0,1983142.626
974,11/17/1995,İstanbul,Big Cities,FC,2,4,5,3,2,3,5,5,5,5,2,5,5,1,2,0,0,3,4,1,4,1,2,0,0,0,0,2,3,0,0,4,2,0,4,4,0,4392952.681
975,08/01/2008,Manisa,Other,FC,4,2,4,4,2,2,4,4,5,5,3,5,3,0,0,0,0,0,2,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3270998.598
976,05/02/2013,Kırklareli,Other,FC,2,2,4,3,2,2,1,5,5,5,3,5,4,0,0,1,0,1,2,4,1,2,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,1988152.098
977,02/26/2011,Adana,Other,IL,3,5,4,4,1,3,5,5,8,5,1,5,5,2,0,3,1,0,3,2,1,4,1,0,1,0,1,2,3,4,3,3,2,0,0,3,1,4023672.55
978,06/01/2012,Çankırı,Other,IL,3,2,4,4,2,3,5,8,4,5,6,4,5,0,0,0,0,0,3,5,1,1,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3324524.351
979,06/01/2010,Ankara,Big Cities,FC,5,4,4,4,1,2,5,5,4,4,2,5,5,3,2,0,5,4,1,5,2,5,1,5,0,5,0,5,3,0,0,0,4,0,5,4,0,4174953.206
980,05/24/2007,Ankara,Big Cities,FC,1,1,4,5,1,4,5,4,4,5,5,3,4,2,0,4,2,4,1,5,2,1,1,0,2,2,1,1,3,1,5,5,3,4,0,4,1,3567866.489
981,09/28/2008,Kocaeli,Other,FC,2,4,4,4,6,3,5,5,5,5,2,5,5,0,0,0,0,0,2,1,3,1,3,0,0,0,0,5,2,0,0,0,0,0,0,0,0,4788081.699
982,08/14/2009,Antalya,Other,IL,15,7.5,6,7.5,4,8,10,5,8,8,10,6,5,15,8,12,9,9,25,15,15,5,20,10,10,10,2.5,12.5,2.5,20,3,10,4,24,12,16,4,4303191.292
983,03/03/2012,İstanbul,Big Cities,FC,12,7.5,6,6,2,6,10,5,5,5,1,8,5,0,0,0,0,0,1,4,1,1,1,0,0,0,0,7.5,5,0,0,0,0,0,0,0,0,4665935.652
984,07/10/2004,Antalya,Other,FC,9,5,5,7.5,6,2,5,8,4,10,6,10,7.5,1,2,0,2,0,2,5,3,1,10,0,0,3,1,2.5,7.5,0,0,4,3,0,0,0,0,5261945.204
985,10/15/2011,Kütahya,Other,FC,3,4,3,4,2,2,5,4,5,5,1,5,5,0,0,0,0,0,3,1,1,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3408075.124
986,12/03/2013,Ankara,Big Cities,IL,12,4,6,5,4,4,5,10,10,5,4,10,7.5,3,0,0,0,0,3,4,6,4,10,0,4,0,0,5,7.5,0,0,5,0,0,0,0,0,2949918.562
987,10/04/2013,Antalya,Other,FC,3,7.5,4.5,4,4,4,5,8,8,5,10,4,5,0,0,0,0,0,20,15,15,3,15,0,0,0,0,5,7.5,0,0,0,0,0,0,0,0,3153906.207
988,05/15/2012,İstanbul,Big Cities,DT,4,5,4,4,2,2,5,4,4,5,3,5,5,0,0,0,2,0,5,4,2,3,5,0,2,0,0,2,3,1,0,3,0,0,5,2,0,4203719.946
989,04/01/2000,İstanbul,Big Cities,IL,4,5,4,4,1,4,5,4,5,4,3,5,4,5,0,0,4,0,5,4,2,3,2,0,0,5,0,3,2,5,0,5,0,5,0,0,0,7242736.755
990,05/06/2013,İstanbul,Big Cities,FC,12,2,4,6,4,4,5,8,10,10,6,10,7.5,0,0,0,0,0,20,15,3,2,15,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2782395.256
991,10/04/2013,İstanbul,Big Cities,IL,12,7.5,3,4,4,2,5,8,8,10,6,8,7.5,0,0,0,0,4,25,5,15,1,15,0,0,0,0,2.5,7.5,0,0,0,2,3,0,0,0,3018949.634
992,08/18/2012,Uşak,Other,IL,2,3,4,4,2,2,5,4,5,5,4,5,5,2,0,4,0,4,4,4,2,1,2,1,3,1,4,2,3,0,1,3,1,3,4,3,0,3608945.585
993,08/20/2004,Mardin,Other,IL,4,5,5,7.5,1,5,5,5,5,5,2,5,5,0,8,4,9,9,4,1,1,5,2,3,2,2,2,12.5,2,5,2,10,4,2,12,4,3,5069077.994
994,01/26/2012,Ankara,Big Cities,IL,6,4.5,6,7.5,1,2,10,8,10,10,10,10,7.5,6,0,12,4,12,2,12,6,1,10,2,0,2.5,0,4,3,15,9,15,4,4,0,0,2,3720111.406
995,05/02/2013,Kırıkkale,Other,IL,2,3,4,6,4,2,10,10,5,10,4,5,7.5,0,4,12,3,12,20,4,3,3,25,2,2,2.5,0,5,7.5,25,3,0,0,18,0,12,6,3128282.83
996,04/18/2008,Trabzon,Other,FC,3,4,6,4,2,2,5,5,5,5,1,4,5,6,0,0,0,0,2,2,1,2,5,0,4,5,0,3,3,15,0,0,0,0,0,0,0,4930271.651
997,04/22/2010,Adana,Other,FC,1,2,4,4,1,5,5,5,4,4,2,5,4,0,0,1,0,0,4,5,1,5,2,0,0,0,0,4,2,0,0,5,3,0,0,0,4,3341590.524
998,12/17/2010,İstanbul,Big Cities,FC,4,5,4,5,2,3,5,4,4,5,3,5,5,0,2,0,0,0,2,5,2,2,1,0,3,0,0,3,3,0,5,0,0,0,0,0,3,5032645.44
999,12/04/2012,İstanbul,Big Cities,IL,2,3,4,4,1,4,5,4,5,5,2,5,5,0,0,3,0,4,1,3,1,2,1,0,1,2,0,3,3,5,0,0,0,0,0,0,0,2800708.816
1000,02/09/2000,İstanbul,Big Cities,DT,4,4,4,4,2,2,5,4,4,4,2,5,4,0,0,0,0,0,4,5,1,2,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,5652760.29
1001,06/20/2011,Muğla,Other,IL,5,5,4,3,1,2,3,3,4,4,2,3,4,3,5,5,5,4,5,5,4,5,4,5,3,4,1,5,3,5,5,2,2,3,4,5,1,4198840.322
1002,05/16/2008,Mardin,Other,FC,5,2,4,5,2,3,5,4,5,4,1,4,4,0,0,0,0,0,3,4,2,1,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3889056.433
1003,07/14/2000,Edirne,Other,IL,2,2,4,3,1,1,5,4,4,4,1,5,5,0,0,0,0,0,1,3,1,2,1,0,0,0,0,2,3,0,0,0,3,0,0,0,0,5010131.742
1004,05/06/2013,Giresun,Other,IL,3,5,3,4,2,2,5,4,4,5,5,4,5,0,0,0,0,0,3,1,1,1,4,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3102625.797
1005,04/17/2009,Kahramanmaraş,Other,FC,4,5,3,4,2,2,5,5,5,5,2,4,5,0,0,0,0,0,5,1,2,2,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4010820.634
1006,10/22/2006,Bursa,Other,IL,9,6,6,6,4,6,10,10,4,10,5,10,7.5,0,0,0,0,0,5,6,4,2,5,0,0,4,0,5,3,0,0,0,0,0,0,0,0,4146520.162
1007,12/06/2013,İstanbul,Big Cities,IL,2,3,4,4,1,5,5,5,5,5,2,5,5,0,0,12,0,0,2,3,1,2,10,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1808883.94
1008,06/17/2010,İstanbul,Big Cities,IL,1,5,5,4,1,4,1,4,4,5,5,4,5,0,4,4,2,3,3,3,4,1,1,3,4,3,5,2,3,3,5,5,3,4,4,4,3,5147036.53
1009,07/04/2011,Aydın,Other,FC,3,4,4,4,2,3,5,5,5,5,2,5,7.5,0,0,0,0,0,3,1,1,2,1,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3441887.479
1010,08/25/2006,İstanbul,Big Cities,IL,2,3,4,4,1,1,5,4,5,5,3,5,5,3,5,0,0,0,3,4,2,1,4,0,4,0,0,2,3,0,1,3,2,5,0,5,0,4495122.041
1011,07/04/2008,Tekirdağ,Other,FC,9,7.5,4.5,7.5,4,4,10,8,8,8,6,6,6,0,8,12,0,12,5,15,3,2,15,0,4,5,12.5,10,5,20,0,15,0,0,15,16,0,4378184.845
1012,12/03/2013,İstanbul,Big Cities,IL,4,5,4,5,2,2,5,4,4,4,3,4,4,0,0,0,0,0,3,4,1,1,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2461953.214
1013,04/19/2013,İstanbul,Big Cities,IL,2,2,5,5,3,3,4,4,5,5,2,4,5,0,0,4,0,0,1,5,1,1,1,3,0,2,0,4,2,0,2,0,0,4,0,0,0,3050433.867
1014,09/06/1996,İstanbul,Big Cities,IL,4,5,4,4,2,2,5,4,4,5,4,4,5,3,5,5,3,4,3,5,3,5,2,3,3,3,1,4,3,3,1,3,2,3,4,5,3,5236671.151
1015,04/12/2012,Edirne,Other,FC,2,2,4,3,2,2,1,5,5,4,1,4,5,0,0,0,0,0,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3257048.951
1016,09/06/1996,Edirne,Other,IL,4,5,4,5,2,2,10,4,4,5,2,5,5,3,5,5,3,4,3,6,1,1,2,3,0,3,1,4,3,3,3,3,2,3,4,0,3,5442531.786
1017,09/26/2009,Erzincan,Other,FC,4,2,4,4,2,1,5,5,4,5,1,10,5,0,4,0,0,0,1,1,1,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2708379.463
1018,08/25/2006,Balıkesir,Other,FC,1,3,4,2,1,1,5,5,5,5,3,5,5,0,0,0,0,0,3,4,1,2,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3097935.527
1019,12/20/2003,İzmir,Big Cities,IL,3,5,4,4,2,2,5,3,5,5,1,4,5,0,0,4,5,4,2,5,1,1,5,0,0,5,0,2,2,0,0,0,0,0,5,0,0,7375543.7
1020,09/13/2006,İzmir,Big Cities,FC,3,5,4,5,2,3,3,5,5,5,2,5,5,0,0,0,0,0,2,1,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3878958.945
1021,12/17/2006,İstanbul,Big Cities,FC,4,4,4,4,2,2,5,5,5,4,4,5,5,0,0,0,0,0,5,1,3,3,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3283877.944
1022,05/03/2009,Manisa,Other,FC,4,5,4,4,1,2,5,4,5,4,5,3,5,0,0,0,0,3,5,5,5,5,15,5,5,0,0,7.5,2,0,0,4,1,0,0,0,0,4889855.233
1023,11/05/2008,Ankara,Big Cities,IL,2,2,5,4,1,3,4,4,5,5,3,5,5,1,2,0,1,3,5,3,2,2,3,2,5,3,3,1,2,3,3,4,1,2,0,2,3,4058889.848
1024,02/26/2010,İstanbul,Big Cities,FC,12,7.5,4,7.5,4,2,5,4,8,5,4,8,5,0,0,0,0,0,15,3,3,2,4,0,0,0,0,2.5,7.5,0,0,0,0,0,0,0,0,4620549.582
1025,03/27/2013,İstanbul,Big Cities,FC,5,2,4,4,2,2,1,4,4,4,2,4,4,0,0,0,0,0,1,5,1,3,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2769749.885
1026,12/31/2011,Konya,Other,IL,4,7.5,6,3,2,4,5,5,4,5,10,4,7.5,12,2,3,1,4,2,5,1,1,1,8,1,5,3,4,3,10,3,10,3,3,4,4,1,4864850.727
1027,06/07/2013,İstanbul,Big Cities,IL,4,5,6,4,2,2,5,4,4,4,4,4,3,0,0,0,3,0,5,5,3,4,4,0,0,0,0,5,1,0,0,0,0,0,0,0,0,2773650.71
1028,09/13/2006,İstanbul,Big Cities,FC,2,5,4,4,2,2,5,5,5,5,4,4,5,1,2,3,1,4,1,1,1,1,1,0,1,0,3,1,3,5,3,3,0,0,0,3,4,3878958.945
1029,10/06/2006,İstanbul,Big Cities,IL,4,5,4,4,1,2,5,4,4,5,4,4,5,0,0,3,0,0,2,5,1,1,1,0,0,0,0,3,3,5,0,0,3,0,4,3,0,7363987.394
1030,08/23/2013,Kocaeli,Other,IL,12,4,6,4,2,2,10,4,5,10,4,5,5,2,0,4,0,0,4,4,2,4,4,0,3,0,4,7.5,3,0,0,3,0,3,0,0,1,3037043.972
1031,12/02/2007,İstanbul,Big Cities,FC,4,4,4,5,1,2,5,5,5,5,1,5,5,0,2,0,0,0,4,4,2,1,2,0,4,0,0,3,3,5,0,0,0,0,0,4,0,5132747.295
1032,08/20/2004,İstanbul,Big Cities,IL,4,5,5,3,1,2,5,5,5,5,2,5,5,5,2,4,1,4,4,2,1,2,2,5,1,5,2,2,3,3,2,4,2,4,4,2,3,4969183.886
1033,09/17/2009,Ankara,Big Cities,IL,2,5,4,7.5,1,3,5,5,5,5,2,5,5,2,2,0,2,4,5,3,1,3,5,0,3,0,4,2,2,5,5,4,2,4,0,4,0,4362471.569
1034,11/21/2009,Nevşehir,Other,FC,3,4,4,4,2,2,4,5,5,5,1,5,5,1,4,4,2,4,3,1,2,2,1,2,2,2,4,2,3,1,1,1,2,3,1,4,3,3713135.72
1035,06/23/2009,Kocaeli,Other,IL,2,4,4,3,2,2,5,4,5,5,4,5,5,5,4,3,1,0,3,5,3,2,3,0,0,0,2,3,3,2,3,2,2,0,4,4,1,4333204.448
1036,12/28/2011,İstanbul,Big Cities,FC,5,5,4,4,2,4,5,4,4,4,5,3,4,0,0,0,0,0,3,5,5,5,1,0,0,0,0,5,2,0,0,0,0,0,0,0,0,4343399.912
1037,09/13/2006,Ankara,Big Cities,FC,2,3,4,4,2,2,5,5,5,5,2,5,5,0,0,0,0,0,1,1,1,1,1,0,3,0,0,1,2,0,0,0,0,0,0,0,0,3273912.783
1038,09/26/2009,İstanbul,Big Cities,IL,3,5,4,4,2,5,5,5,4,4,1,5,5,4,5,4,5,4,2,5,2,3,1,0,5,5,3,3,1,3,5,5,3,5,4,5,4,4563935.759
1039,02/11/1998,Ankara,Big Cities,IL,4,2,4,4,2,1,5,5,5,5,2,5,5,5,0,0,0,0,3,1,1,3,3,0,0,0,0,3,3,0,0,0,0,5,0,0,0,4246974.901
1040,08/02/2011,İstanbul,Big Cities,IL,3,4,4,4,2,3,5,4,4,4,4,3,4,2,2,4,1,0,4,5,1,1,1,1,0,1,3,3,3,5,2,4,3,3,4,3,3,4462014.478
1041,08/08/2013,İstanbul,Big Cities,FC,9,3,4,4,1,2,10,5,10,5,1,5,5,5,1,2,1,1,10,2,1,2,1,5,1,5,1,2,3,3,2,2,0,2,0,2,3,2559414.244
1042,10/15/2011,Sakarya,Other,IL,2,3,4,4,4,4,5,10,4,5,4,5,5,0,0,0,1,0,2,4,3,1,2,2,0,0,1,3,3,0,0,0,2,3,4,4,0,3544804.703
1043,03/30/2002,Şanlıurfa,Other,IL,4,4,4,5,3,2,5,4,4,4,3,5,4,0,0,0,0,0,5,4,1,4,2,0,0,0,0,1,2,0,0,3,0,0,0,0,0,4328228.777
1044,12/07/2008,İstanbul,Big Cities,FC,4,4,4,4,1,2,5,4,5,4,4,4,4,0,0,0,0,1,2,5,1,3,1,0,1,0,1,2,3,0,2,2,2,0,0,0,0,4211649.278
1045,09/19/2009,Şanlıurfa,Other,FC,3,5,4,4,3,3,5,4,4,5,3,4,5,0,0,0,0,0,3,4,2,2,3,0,4,0,5,3,2,0,0,2,3,4,4,0,0,5458459.371
1046,06/26/2010,İstanbul,Big Cities,FC,1,1,4,4,2,1,5,4,4,4,4,5,4,0,0,0,0,0,3,3,1,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4155181.367
1047,06/01/2010,İzmir,Big Cities,IL,4,5,4,4,1,2,5,5,5,5,2,5,5,3,3,5,2,4,3,5,3,3,5,3,3,3,4,3,3,3,1,4,1,1,4,3,3,3617243.814
1048,12/31/1997,Edirne,Other,IL,3,5,4,4,4,3,5,5,5,4,2,4,4,0,5,0,3,0,5,5,2,1,2,3,0,0,1,4,3,0,0,4,0,0,0,5,3,5714677.496
1049,05/18/2011,İzmir,Big Cities,FC,3,3,5,4,2,2,5,4,5,5,3,5,5,0,0,0,0,0,5,4,2,3,4,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3679522.771
